所在地,都道府県,市区町村,緯度,経度,名称,最寄り1,バス1,最寄りバス停1,徒歩1,最寄り2,バス2,最寄りバス停2,徒歩2,最寄り3,バス3,最寄りバス停3,徒歩3,建物の写真,海抜,浸水の可能性,地震時の揺れやすさ,液状化の可能性,土砂災害の可能性,避難所名,避難所距離,避難所座標,家賃,管理費,敷金,礼金,間取り,面積,間取り図
東京都葛飾区青戸１,東京都,葛飾区,139.856033,35.743248,京成押上線 青砥駅 4階建 築5年,京成押上線/青砥駅,,,歩5分,京成押上線/京成立石駅,,,歩14分,京成本線/京成高砂駅,,,歩19分,https://img01.suumo.com/front/gazo/fr/bukken/636/100379310636/100379310636_gw.jpg,0.0,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,583.75715111,139.8516121 35.74708096,7.6万円,4000円,7.6万円,7.6万円,1K,26.64m2,https://img01.suumo.com/front/gazo/fr/bukken/636/100379310636/100379310636_co.jpg
東京都葛飾区青戸１,東京都,葛飾区,139.856033,35.743248,スカイグランデ青戸,京成本線/青砥駅,,,歩6分,京成押上線/京成立石駅,,,歩12分,京成本線/京成高砂駅,,,歩20分,https://img01.suumo.com/front/gazo/fr/bukken/327/100379314327/100379314327_gw.jpg,0.0,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,583.75715111,139.8516121 35.74708096,7.6万円,4000円,7.6万円,7.6万円,1K,26.64m2,https://img01.suumo.com/front/gazo/fr/bukken/327/100379314327/100379314327_co.jpg
東京都葛飾区高砂２,東京都,葛飾区,139.865173,35.74789,さくら・メゾンソレイユ,京成本線/京成高砂駅,,,歩6分,京成本線/青砥駅,,,歩14分,,,,,https://img01.suumo.com/front/gazo/fr/bukken/576/100379301576/100379301576_gw.jpg,1.4,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,都営高砂団地一帯,670.51203933,139.8725068 35.7487717,7.45万円,3300円,-,10万円,1K,30.93m2,https://img01.suumo.com/front/gazo/fr/bukken/576/100379301576/100379301576_co.jpg
東京都荒川区西日暮里６,東京都,荒川区,139.769455,35.736172,ロイヤルハイツフジ,ＪＲ山手線/西日暮里駅,,,歩7分,京成本線/新三河島駅,,,歩8分,ＪＲ山手線/日暮里駅,,,歩14分,https://img01.suumo.com/front/gazo/fr/bukken/631/100379349631/100379349631_gw.jpg,3.8,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,第六日暮里小学校,69.53214847,139.7696909 35.73557557,8.2万円,4000円,8.2万円,8.2万円,1LDK,34.84m2,https://img01.suumo.com/front/gazo/fr/bukken/631/100379349631/100379349631_co.jpg
東京都荒川区東日暮里２,東京都,荒川区,139.785187,35.729988,ジーベック東日暮里ノース,東京メトロ日比谷線/三ノ輪駅,,,歩9分,都電荒川線/三ノ輪橋駅,,,歩8分,,,,,https://img01.suumo.com/front/gazo/fr/bukken/666/100374726666/100374726666_gw.jpg,1.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,夕やけこやけふれあい館,344.61071865,139.781378 35.729964,8.7万円,15000円,-,8.7万円,ワンルーム,25.49m2,https://img01.suumo.com/front/gazo/fr/bukken/666/100374726666/100374726666_co.jpg
東京都荒川区東日暮里２,東京都,荒川区,139.785187,35.729988,ジーベック東日暮里ノース,東京メトロ日比谷線/三ノ輪駅,,,歩9分,都電荒川線/三ノ輪橋駅,,,歩8分,,,,,https://img01.suumo.com/front/gazo/fr/bukken/666/100374726666/100374726666_gw.jpg,1.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,夕やけこやけふれあい館,344.61071865,139.781378 35.729964,9.1万円,15000円,9.1万円,9.1万円,ワンルーム,25.49m2,https://img01.suumo.com/front/gazo/fr/bukken/170/100377154170/100377154170_co.jpg
東京都足立区関原３,東京都,足立区,139.788712,35.771744,クーラクー D棟,東武伊勢崎線/西新井駅,,,歩8分,東武伊勢崎線/梅島駅,,,歩13分,ＪＲ常磐線/北千住駅,バス22分,(バス停)関原三丁目,(バス停)関原三丁目,https://img01.suumo.com/front/gazo/fr/bukken/994/100379378994/100379378994_gw.jpg,0.6,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,西新井駅西口地区一帯,272.5645018,139.78715 35.773845,13.6万円,6000円,-,20.4万円,2LDK,53.9m2,https://img01.suumo.com/front/gazo/fr/bukken/994/100379378994/100379378994_co.jpg
東京都足立区関原３,東京都,足立区,139.788712,35.771744,クーラクー D棟,東武伊勢崎線/西新井駅,,,歩8分,東武伊勢崎線/梅島駅,,,歩13分,ＪＲ常磐線/北千住駅,バス22分,(バス停)関原三丁目,(バス停)関原三丁目,https://img01.suumo.com/front/gazo/fr/bukken/994/100379378994/100379378994_gw.jpg,0.6,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,西新井駅西口地区一帯,272.5645018,139.78715 35.773845,14万円,6000円,-,28万円,2LDK,53.9m2,https://img01.suumo.com/front/gazo/fr/bukken/173/100375888173/100375888173_co.jpg
東京都荒川区東尾久１,東京都,荒川区,139.771347,35.739967,ルオータ,ＪＲ山手線/田端駅,,,歩11分,日暮里・舎人ライナー/赤土小学校前駅,,,歩3分,ＪＲ山手線/西日暮里駅,,,歩12分,https://img01.suumo.com/front/gazo/fr/bukken/657/100379381657/100379381657_gw.jpg,3.3,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,第九中学校,385.63285814,139.772874 35.743212,7.6万円,2000円,7.6万円,-,1K,27.9m2,https://img01.suumo.com/front/gazo/fr/bukken/657/100379381657/100379381657_co.jpg
東京都荒川区南千住３,東京都,荒川区,139.807022,35.731232,レジディア南千住,東京メトロ日比谷線/南千住駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩9分,つくばエクスプレス/南千住駅,,,歩9分,https://img01.suumo.com/front/gazo/fr/bukken/320/100299923320/100299923320_gw.jpg,0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,石浜ふれあい館,51.95333706,139.806454 35.731301,12.7万円,5000円,12.7万円,-,2K,37.1m2,https://img01.suumo.com/front/gazo/fr/bukken/220/100378526220/100378526220_co.jpg
東京都荒川区南千住３,東京都,荒川区,139.807022,35.731232,レジディア南千住,東京メトロ日比谷線/南千住駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩9分,つくばエクスプレス/南千住駅,,,歩9分,https://img01.suumo.com/front/gazo/fr/bukken/320/100299923320/100299923320_gw.jpg,0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,石浜ふれあい館,51.95333706,139.806454 35.731301,16.5万円,10000円,16.5万円,-,2LDK,55.08m2,https://img01.suumo.com/front/gazo/fr/bukken/117/100352711117/100352711117_co.jpg
東京都荒川区南千住３,東京都,荒川区,139.807022,35.731232,レジディア南千住,東京メトロ日比谷線/南千住駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩9分,つくばエクスプレス/南千住駅,,,歩9分,https://img01.suumo.com/front/gazo/fr/bukken/320/100299923320/100299923320_gw.jpg,0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,石浜ふれあい館,51.95333706,139.806454 35.731301,17万円,10000円,17万円,17万円,2LDK,55.08m2,https://img01.suumo.com/front/gazo/fr/bukken/320/100299923320/100299923320_co.jpg
東京都荒川区南千住３,東京都,荒川区,139.807022,35.731232,レジディア南千住,東京メトロ日比谷線/南千住駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩9分,つくばエクスプレス/南千住駅,,,歩9分,https://img01.suumo.com/front/gazo/fr/bukken/320/100299923320/100299923320_gw.jpg,0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,石浜ふれあい館,51.95333706,139.806454 35.731301,17.2万円,10000円,17.2万円,17.2万円,2LDK,55.08m2,https://img01.suumo.com/front/gazo/fr/bukken/833/100374350833/100374350833_co.jpg
東京都荒川区南千住３,東京都,荒川区,139.807022,35.731232,レジディア南千住,東京メトロ日比谷線/南千住駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩9分,つくばエクスプレス/南千住駅,,,歩9分,https://img01.suumo.com/front/gazo/fr/bukken/320/100299923320/100299923320_gw.jpg,0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,石浜ふれあい館,51.95333706,139.806454 35.731301,18万円,10000円,18万円,18万円,2LDK,64.9m2,https://img01.suumo.com/front/gazo/fr/bukken/948/100348048948/100348048948_co.jpg
東京都荒川区南千住３,東京都,荒川区,139.807022,35.731232,レジディア南千住,東京メトロ日比谷線/南千住駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩9分,つくばエクスプレス/南千住駅,,,歩9分,https://img01.suumo.com/front/gazo/fr/bukken/320/100299923320/100299923320_gw.jpg,0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,石浜ふれあい館,51.95333706,139.806454 35.731301,18.2万円,10000円,18.2万円,18.2万円,3LDK,55.08m2,https://img01.suumo.com/front/gazo/fr/bukken/311/100371477311/100371477311_co.jpg
東京都荒川区南千住３,東京都,荒川区,139.807022,35.731232,レジディア南千住,東京メトロ日比谷線/南千住駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩9分,つくばエクスプレス/南千住駅,,,歩9分,https://img01.suumo.com/front/gazo/fr/bukken/320/100299923320/100299923320_gw.jpg,0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,石浜ふれあい館,51.95333706,139.806454 35.731301,18.4万円,10000円,18.4万円,18.4万円,2LDK,58.62m2,https://img01.suumo.com/front/gazo/fr/bukken/996/100280999996/100280999996_co.jpg
東京都荒川区南千住３,東京都,荒川区,139.807022,35.731232,レジディア南千住,東京メトロ日比谷線/南千住駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩9分,つくばエクスプレス/南千住駅,,,歩9分,https://img01.suumo.com/front/gazo/fr/bukken/320/100299923320/100299923320_gw.jpg,0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,石浜ふれあい館,51.95333706,139.806454 35.731301,18.7万円,10000円,18.7万円,18.7万円,2LDK,64.9m2,https://img01.suumo.com/front/gazo/fr/bukken/908/100362238908/100362238908_co.jpg
東京都荒川区南千住３,東京都,荒川区,139.807022,35.731232,レジディア南千住,東京メトロ日比谷線/南千住駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩9分,つくばエクスプレス/南千住駅,,,歩9分,https://img01.suumo.com/front/gazo/fr/bukken/320/100299923320/100299923320_gw.jpg,0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,石浜ふれあい館,51.95333706,139.806454 35.731301,18.8万円,10000円,18.8万円,18.8万円,2LDK,64.9m2,https://img01.suumo.com/front/gazo/fr/bukken/908/100378577908/100378577908_co.jpg
東京都荒川区南千住３,東京都,荒川区,139.807022,35.731232,レジディア南千住,東京メトロ日比谷線/南千住駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩9分,つくばエクスプレス/南千住駅,,,歩9分,https://img01.suumo.com/front/gazo/fr/bukken/320/100299923320/100299923320_gw.jpg,0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,石浜ふれあい館,51.95333706,139.806454 35.731301,19万円,10000円,19万円,-,2LDK,64.9m2,https://img01.suumo.com/front/gazo/fr/bukken/769/100374350769/100374350769_co.jpg
東京都荒川区南千住３,東京都,荒川区,139.807022,35.731232,レジディア南千住,東京メトロ日比谷線/南千住駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩9分,つくばエクスプレス/南千住駅,,,歩9分,https://img01.suumo.com/front/gazo/fr/bukken/320/100299923320/100299923320_gw.jpg,0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,石浜ふれあい館,51.95333706,139.806454 35.731301,19万円,10000円,19万円,19万円,3LDK,60.42m2,https://img01.suumo.com/front/gazo/fr/bukken/348/100379195348/100379195348_co.jpg
東京都荒川区南千住３,東京都,荒川区,139.807022,35.731232,レジディア南千住,東京メトロ日比谷線/南千住駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩9分,つくばエクスプレス/南千住駅,,,歩9分,https://img01.suumo.com/front/gazo/fr/bukken/320/100299923320/100299923320_gw.jpg,0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,石浜ふれあい館,51.95333706,139.806454 35.731301,19.3万円,10000円,19.3万円,19.3万円,2LDK,64.9m2,https://img01.suumo.com/front/gazo/fr/bukken/098/100378559098/100378559098_co.jpg
東京都荒川区南千住３,東京都,荒川区,139.807022,35.731232,レジディア南千住,東京メトロ日比谷線/南千住駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩9分,つくばエクスプレス/南千住駅,,,歩9分,https://img01.suumo.com/front/gazo/fr/bukken/320/100299923320/100299923320_gw.jpg,0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,石浜ふれあい館,51.95333706,139.806454 35.731301,20.6万円,10000円,20.6万円,-,3LDK,64.9m2,https://img01.suumo.com/front/gazo/fr/bukken/570/100370170570/100370170570_co.jpg
東京都荒川区南千住３,東京都,荒川区,139.807022,35.731232,レジディア南千住,東京メトロ日比谷線/南千住駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩9分,つくばエクスプレス/南千住駅,,,歩9分,https://img01.suumo.com/front/gazo/fr/bukken/320/100299923320/100299923320_gw.jpg,0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,石浜ふれあい館,51.95333706,139.806454 35.731301,21万円,10000円,21万円,21万円,3LDK,69.3m2,https://img01.suumo.com/front/gazo/fr/bukken/395/100377246395/100377246395_co.jpg
東京都荒川区南千住３,東京都,荒川区,139.807022,35.731232,レジディア南千住,東京メトロ日比谷線/南千住駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩9分,つくばエクスプレス/南千住駅,,,歩9分,https://img01.suumo.com/front/gazo/fr/bukken/320/100299923320/100299923320_gw.jpg,0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,石浜ふれあい館,51.95333706,139.806454 35.731301,21万円,10000円,21万円,-,3LDK,64.9m2,https://img01.suumo.com/front/gazo/fr/bukken/930/100375108930/100375108930_co.jpg
東京都荒川区南千住３,東京都,荒川区,139.807022,35.731232,レジディア南千住,東京メトロ日比谷線/南千住駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩9分,つくばエクスプレス/南千住駅,,,歩9分,https://img01.suumo.com/front/gazo/fr/bukken/320/100299923320/100299923320_gw.jpg,0.9,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,石浜ふれあい館,51.95333706,139.806454 35.731301,22万円,10000円,22万円,22万円,3LDK,69.3m2,https://img01.suumo.com/front/gazo/fr/bukken/307/100377742307/100377742307_co.jpg
東京都荒川区東日暮里５,東京都,荒川区,139.776245,35.726669,IXO東日暮里,ＪＲ山手線/日暮里駅,,,歩6分,ＪＲ常磐線/三河島駅,,,歩9分,ＪＲ山手線/西日暮里駅,,,歩14分,https://img01.suumo.com/front/gazo/fr/bukken/581/100379422581/100379422581_gw.jpg,3.9,0.5～3.0ｍ未満,中程度,やや高い,なし,竹台高等学校,157.05260929,139.777845 35.72612,8.5万円,7000円,-,-,ワンルーム,18.02m2,https://img01.suumo.com/front/gazo/fr/bukken/581/100379422581/100379422581_co.jpg
東京都荒川区南千住６,東京都,荒川区,139.792831,35.737923,ササラ,京成本線/千住大橋駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩11分,東京メトロ日比谷線/三ノ輪駅,,,歩15分,https://img01.suumo.com/front/gazo/fr/bukken/282/100377132282/100377132282_gw.jpg,2.6,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,荒川工業高等学校,75.3875899,139.7922648 35.73742445,14.1万円,7000円,14.1万円,14.1万円,2LDK,59.69m2,https://img01.suumo.com/front/gazo/fr/bukken/484/100378515484/100378515484_co.jpg
東京都荒川区南千住６,東京都,荒川区,139.792831,35.737923,ササラ,京成本線/千住大橋駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩11分,東京メトロ日比谷線/三ノ輪駅,,,歩15分,https://img01.suumo.com/front/gazo/fr/bukken/282/100377132282/100377132282_gw.jpg,2.6,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,荒川工業高等学校,75.3875899,139.7922648 35.73742445,17万円,11000円,17万円,17万円,2LDK,53.88m2,https://img01.suumo.com/front/gazo/fr/bukken/282/100377132282/100377132282_co.jpg
東京都荒川区南千住６,東京都,荒川区,139.792831,35.737923,ササラ,京成本線/千住大橋駅,,,歩9分,ＪＲ常磐線/南千住駅,,,歩11分,東京メトロ日比谷線/三ノ輪駅,,,歩15分,https://img01.suumo.com/front/gazo/fr/bukken/282/100377132282/100377132282_gw.jpg,2.6,0.5～3.0ｍ未満,揺れやすい,やや高い,なし,荒川工業高等学校,75.3875899,139.7922648 35.73742445,19万円,11000円,14.1万円,19万円,2LDK,59.69m2,https://img01.suumo.com/front/gazo/fr/bukken/168/100378701168/100378701168_co.jpg
東京都葛飾区堀切５,東京都,葛飾区,139.830124,35.749397,Owl 堀切,京成本線/堀切菖蒲園駅,,,歩7分,京成本線/お花茶屋駅,,,歩11分,ＪＲ常磐線/綾瀬駅,バス11分,(バス停)堀切五丁目,(バス停)堀切五丁目,https://img01.suumo.com/front/gazo/fr/bukken/258/100366901258/100366901258_gw.jpg,-0.7,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,小菅東スポーツ公園,837.22689226,139.8223576 35.75350278,6.3万円,3000円,-,-,1K,20.04m2,https://img01.suumo.com/front/gazo/fr/bukken/680/100379186680/100379186680_co.jpg
東京都葛飾区堀切５,東京都,葛飾区,139.830124,35.749397,Owl 堀切,京成本線/堀切菖蒲園駅,,,歩7分,京成本線/お花茶屋駅,,,歩11分,ＪＲ常磐線/綾瀬駅,バス11分,(バス停)堀切五丁目,(バス停)堀切五丁目,https://img01.suumo.com/front/gazo/fr/bukken/258/100366901258/100366901258_gw.jpg,-0.7,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,小菅東スポーツ公園,837.22689226,139.8223576 35.75350278,6.8万円,6000円,-,-,1K,20m2,https://img01.suumo.com/front/gazo/fr/bukken/258/100366901258/100366901258_co.jpg
東京都葛飾区宝町２,東京都,葛飾区,139.836838,35.745975,京成本線 お花茶屋駅 7階建 築2年,京成本線/お花茶屋駅,,,歩9分,東武伊勢崎線/堀切駅,,,歩25分,京成押上線/京成立石駅,,,歩26分,https://img01.suumo.com/front/gazo/fr/bukken/691/100368680691/100368680691_gw.jpg,-0.2,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,1341.95923475,139.8516121 35.74708096,6.9万円,10000円,6.9万円,-,1K,20.88m2,https://img01.suumo.com/front/gazo/fr/bukken/691/100368680691/100368680691_co.jpg
東京都葛飾区宝町２,東京都,葛飾区,139.836838,35.745975,京成本線 お花茶屋駅 7階建 築2年,京成本線/お花茶屋駅,,,歩9分,東武伊勢崎線/堀切駅,,,歩25分,京成押上線/京成立石駅,,,歩26分,https://img01.suumo.com/front/gazo/fr/bukken/691/100368680691/100368680691_gw.jpg,-0.2,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,区役所・青戸団地一帯,1341.95923475,139.8516121 35.74708096,7.1万円,10000円,-,-,1K,20.88m2,https://img01.suumo.com/front/gazo/fr/bukken/513/100348111513/100348111513_co.jpg
東京都足立区西加平２,東京都,足立区,139.820023,35.780117,コンフォート六町,つくばエクスプレス/六町駅,,,歩6分,ＪＲ常磐線/綾瀬駅,バス16分,(バス停)西加平,(バス停)西加平,つくばエクスプレス/青井駅,,,歩15分,https://img01.suumo.com/front/gazo/fr/bukken/594/100379233594/100379233594_gw.jpg,0.2,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,区立青井小中学校・都営青井三丁目アパート一帯,567.72592399,139.819818 35.775003,8万円,5000円,8万円,-,1K,26.54m2,https://img01.suumo.com/front/gazo/fr/bukken/597/100379233597/100379233597_co.jpg
東京都足立区西加平２,東京都,足立区,139.820023,35.780117,コンフォート六町,つくばエクスプレス/六町駅,,,歩6分,ＪＲ常磐線/綾瀬駅,バス16分,(バス停)西加平,(バス停)西加平,つくばエクスプレス/青井駅,,,歩15分,https://img01.suumo.com/front/gazo/fr/bukken/594/100379233594/100379233594_gw.jpg,0.2,3.0～5.0ｍ未満,揺れやすい,やや高い,なし,区立青井小中学校・都営青井三丁目アパート一帯,567.72592399,139.819818 35.775003,9.7万円,6000円,9.7万円,-,1LDK,39.15m2,https://img01.suumo.com/front/gazo/fr/bukken/594/100379233594/100379233594_co.jpg
東京都荒川区西日暮里３,東京都,荒川区,139.766663,35.729725,ＪＲ山手線 西日暮里駅 3階建 築9年,ＪＲ山手線/西日暮里駅,,,歩3分,ＪＲ京浜東北線/日暮里駅,,,歩7分,東京メトロ千代田線/千駄木駅,,,歩11分,https://img01.suumo.com/front/gazo/fr/bukken/996/100379395996/100379395996_gw.jpg,10.1,-,中程度,非常に低い,なし,諏訪台ひろば館,83.93923048,139.767582 35.729621,9.4万円,3000円,9.4万円,14.1万円,1K,27.52m2,https://img01.suumo.com/front/gazo/fr/bukken/996/100379395996/100379395996_co.jpg
東京都荒川区西日暮里３,東京都,荒川区,139.766663,35.729725,ＪＲ山手線 西日暮里駅 3階建 築9年,ＪＲ山手線/西日暮里駅,,,歩3分,ＪＲ京浜東北線/日暮里駅,,,歩7分,東京メトロ千代田線/千駄木駅,,,歩11分,https://img01.suumo.com/front/gazo/fr/bukken/996/100379395996/100379395996_gw.jpg,10.1,-,中程度,非常に低い,なし,諏訪台ひろば館,83.93923048,139.767582 35.729621,14.8万円,3000円,7.4万円,22.2万円,1LDK,49.32m2,https://img01.suumo.com/front/gazo/fr/bukken/137/100372734137/100372734137_co.jpg
